159.00,3095,http://www.barhocker-direkt.de/530-thickbox_default/stehtisch-102cm.jpg,1,95.67,Mayer 3095 T1 Stehtisch 102cm hoch,24,Gestell:-28 chrom/silber beschichtetTischplatte:-08 buchefarbig,          Tische,Tischhöhe ca. 102cmTischplattendurchmesser ca. 80cm,https://www.barhocker-direkt.de/tische/48-stehtisch-102cm.html,1,0.00
215.00,3029,http://www.barhocker-direkt.de/531-thickbox_default/stehtisch-102cm.jpg,1,125.45,Mayer 3029 T1 Stehtisch 108cm hoch (Edelstahl gebürstet),24,"Gestell:- Edelstahl gebürstet, Rundsäule, Bodenplatte rund, ca. 42cmGlasplatte:-01 Klarglas-02 Glas satiniert",          Tische,Tischhöhe ca. 108cmGlasplattendurchmesser ca. 70cmGlas ca.10mm stark,https://www.barhocker-direkt.de/tische/49-stehtisch-102cm.html,1,0.00
215.00,3029,http://www.barhocker-direkt.de/531-thickbox_default/stehtisch-102cm.jpg,1,125.45,Mayer 3029 T1 Stehtisch 108cm hoch (Edelstahl gebürstet),24,"Gestell:- Edelstahl gebürstet, Rundsäule, Bodenplatte rund, ca. 42cmGlasplatte:-01 Klarglas-02 Glas satiniert",          Tische,Tischhöhe ca. 108cmGlasplattendurchmesser ca. 70cmGlas ca.10mm stark,https://www.barhocker-direkt.de/tische/49-stehtisch-102cm.html,1,0.00
199.00,3027,http://www.barhocker-direkt.de/532-thickbox_default/stehtisch-102cm.jpg,1,116.28,Mayer 3027 T1 Stehtisch 108cm hoch (chrom),24,"Gestell:- chrom, Rundsäule, Bodenplatte rund, ca. 42cmGlasplatte:-01 Klarglas-02 Glas satiniert",          Tische,Tischhöhe ca. 108cmGlasplattendurchmesser ca. 70cmGlas ca.10mm stark,https://www.barhocker-direkt.de/tische/50-stehtisch-102cm.html,1,0.00
199.00,3027,http://www.barhocker-direkt.de/532-thickbox_default/stehtisch-102cm.jpg,1,116.28,Mayer 3027 T1 Stehtisch 108cm hoch (chrom),24,"Gestell:- chrom, Rundsäule, Bodenplatte rund, ca. 42cmGlasplatte:-01 Klarglas-02 Glas satiniert",          Tische,Tischhöhe ca. 108cmGlasplattendurchmesser ca. 70cmGlas ca.10mm stark,https://www.barhocker-direkt.de/tische/50-stehtisch-102cm.html,1,0.00
294.00,3021,http://www.barhocker-direkt.de/533-thickbox_default/stehtisch-102cm.jpg,1,148.01,Mayer 3021 T1 Stehtisch  110cm hoch,24,Gestell:- 01 chrom (+35€ Aufpreis)- 08 perlsilberTischplatte(MDF):-92 weiß-95 schwarz-96 Wenge,          Tische,"Tischhöhe ca. 110cmTischplatte ca. 70 x 70cmPlatte ca. 4,5mm starkBodenplatte ca 42 x 42cm",https://www.barhocker-direkt.de/tische/51-stehtisch-102cm.html,1,0.00
259.00,3021,http://www.barhocker-direkt.de/533-thickbox_default/stehtisch-102cm.jpg,1,148.01,Mayer 3021 T1 Stehtisch  110cm hoch,24,Gestell:- 01 chrom (+35€ Aufpreis)- 08 perlsilberTischplatte(MDF):-92 weiß-95 schwarz-96 Wenge,          Tische,"Tischhöhe ca. 110cmTischplatte ca. 70 x 70cmPlatte ca. 4,5mm starkBodenplatte ca 42 x 42cm",https://www.barhocker-direkt.de/tische/51-stehtisch-102cm.html,1,0.00
259.00,3021,http://www.barhocker-direkt.de/533-thickbox_default/stehtisch-102cm.jpg,1,148.01,Mayer 3021 T1 Stehtisch  110cm hoch,24,Gestell:- 01 chrom (+35€ Aufpreis)- 08 perlsilberTischplatte(MDF):-92 weiß-95 schwarz-96 Wenge,          Tische,"Tischhöhe ca. 110cmTischplatte ca. 70 x 70cmPlatte ca. 4,5mm starkBodenplatte ca 42 x 42cm",https://www.barhocker-direkt.de/tische/51-stehtisch-102cm.html,1,0.00
294.00,3021,http://www.barhocker-direkt.de/533-thickbox_default/stehtisch-102cm.jpg,1,148.01,Mayer 3021 T1 Stehtisch  110cm hoch,24,Gestell:- 01 chrom (+35€ Aufpreis)- 08 perlsilberTischplatte(MDF):-92 weiß-95 schwarz-96 Wenge,          Tische,"Tischhöhe ca. 110cmTischplatte ca. 70 x 70cmPlatte ca. 4,5mm starkBodenplatte ca 42 x 42cm",https://www.barhocker-direkt.de/tische/51-stehtisch-102cm.html,1,0.00
259.00,3021,http://www.barhocker-direkt.de/533-thickbox_default/stehtisch-102cm.jpg,1,148.01,Mayer 3021 T1 Stehtisch  110cm hoch,24,Gestell:- 01 chrom (+35€ Aufpreis)- 08 perlsilberTischplatte(MDF):-92 weiß-95 schwarz-96 Wenge,          Tische,"Tischhöhe ca. 110cmTischplatte ca. 70 x 70cmPlatte ca. 4,5mm starkBodenplatte ca 42 x 42cm",https://www.barhocker-direkt.de/tische/51-stehtisch-102cm.html,1,0.00
